idx,wall_time,tf_stamp,gps_rel_x,gps_rel_y,estimate_x,estimate_y,truth_yaw_deg,estimate_yaw_deg,direct_error_m,aligned_error_m,heading_error_deg,yaw_error_deg,event
106,1782015343.9647639,80.98,6.227810418129472,-1.9399884990179812,6.483190207437286,-2.257682888744173,68.9854897875476,3.3160489679004552,0.40761325058246145,0.25312661621633736,,65.66944081964716,
107,1782015344.4707484,81.48,6.266928892774132,-1.8376308453920034,6.578761984335219,-2.297228984141324,69.29498571310275,14.081019098732844,0.5554010498139024,0.11491863361914398,,55.2139666143699,
108,1782015344.9861374,81.96,6.305996733327326,-1.7347434411748512,6.681081965113742,-2.271582554291586,69.29501716193342,14.081019098732794,0.6548932466259147,0.045757044563741106,,55.21399806320063,
109,1782015345.5145042,82.48,6.345064495406476,-1.631856060846073,6.792043628068099,-2.243760563264692,69.29501747189799,14.08101909873223,0.7577713805067563,0.072931657835278,,55.21399837316576,
110,1782015346.025712,82.96,6.384132265549191,-1.5289686837730336,6.904208945774793,-2.207508536588656,69.29501528870601,14.580924774984432,0.8549246078886313,0.14780740767477007,,54.71409051372158,
111,1782015347.0535486,83.96,6.461215770849641,-1.3269461004146006,7.114147827691669,-2.1543748121513664,67.51645504248079,12.578792803375128,1.0540201819027588,0.30572441247036786,60.27304895869901,54.93766223910566,aligned_error 0.92m > 0.60m; heading_error 60.3deg > 30.0deg; yaw_error 54.9deg > 8.0deg
112,1782015348.0605545,84.96,6.552965670653194,-1.1408266074474565,7.308925386990986,-2.1239853859015705,59.34132585406737,4.669995125527881,1.2401920320566897,0.4527609622550907,58.04928458382242,54.67133072853949,
113,1782015349.0850856,85.98,6.66893917894518,-0.9679117327160167,7.521044874534141,-2.1203189230182913,51.36276362351844,-3.004844098974759,1.4332224002978495,0.6075978126496174,56.26712087503563,54.3676077224932,
114,1782015349.5866396,86.48,6.735352515880727,-0.8877676103222667,7.644558683487871,-2.1094173102079217,47.76824267096479,-7.1088382507835846,1.522853848682,0.6780121596372121,54.048468221882565,54.87708092174837,
115,1782015350.090418,86.98,6.805591941561964,-0.8141643469499691,7.744459694833804,-2.1262214706950733,42.41073149179673,-12.58133230651541,1.6133711767922432,0.7502427418216353,50.50788693544108,54.992063798312145,
116,1782015350.615307,87.48,6.882498014161563,-0.7472661754828032,7.842997668159493,-2.152268906729285,37.13814860370019,-17.653399967926028,1.7019377956142276,0.8212388927773314,49.99852854317336,54.79154857162621,
117,1782015351.6096,88.48,7.05567840088645,-0.6348133255955295,8.033455418479212,-2.2110682460777995,27.909894240688825,-26.296061775369772,1.8548928460903515,0.9407527569328786,48.62765848968973,54.20595601605859,
118,1782015352.1306956,88.96,7.148535226932189,-0.586903149970933,8.121894664808552,-2.257692836127295,24.398439267954725,-29.83316159187974,1.933640807044955,1.0045778343245853,48.39044115948412,54.231600859834465,aligned_error 1.46m > 0.60m; heading_error 48.4deg > 30.0deg; yaw_error 54.2deg > 8.0deg
119,1782015353.1663835,89.98,7.338691641770005,-0.5185728245255721,8.289140899902694,-2.3782787670220755,13.354834053179971,-41.178576097665676,2.0885066398845344,1.1337700410442213,47.954671435748004,54.53341015084565,
120,1782015353.6812234,90.48,7.4423035321326765,-0.4961660756192803,8.366622188463477,-2.430307098931387,10.469630985632419,-44.08129106650874,2.143657266565712,1.1765968899717936,46.04003707169556,54.55092205214115,
121,1782015354.1899016,90.98,7.54819361366804,-0.47824648971376416,8.44293667539812,-2.5055094051350095,10.475320422365698,-43.68086467218819,2.215933228857847,1.2380572688010183,45.18352189483839,54.15618509455389,
122,1782015354.6919162,91.48,7.649922602943732,-0.45756162232287245,8.520329410222264,-2.5748448744621992,14.901416545937309,-39.87681392612965,2.2892130481775808,1.3002096945103778,46.02152457109758,54.77823047206696,
123,1782015355.2102637,91.96,7.751346775331847,-0.4286125038567894,8.609500083941889,-2.64742738888497,17.230871454802248,-37.70721030690241,2.378984362096771,1.3770290468094495,45.539049773309294,54.938081761704666,
124,1782015355.712744,92.48,7.851337266490873,-0.39989620753095956,8.692588368737866,-2.7166703024548022,13.564030858359024,-41.577998785347205,2.464781049899153,1.4505230019778033,45.06377785224029,55.14202964370623,
125,1782015356.2269084,92.98,7.949231036150003,-0.3782398224231418,8.764329857985354,-2.786094728879732,7.143894747238732,-47.8513456297226,2.5420761868804114,1.5173037314895885,45.41541096612681,54.995240376961334,
126,1782015356.7469084,93.48,8.051916489190397,-0.36784340184532827,8.830450294321473,-2.8651790327916586,2.818908851708156,-52.189298234876766,2.6158746413629954,1.5817859187145575,44.904823078830226,55.00820708658492,
127,1782015357.250279,93.98,8.155256552061502,-0.3665486390613628,8.880321896000597,-2.9390837265792116,-1.7537371105004584,-56.160820628552536,2.672761966485602,1.6319694715758615,44.18032222732739,54.407083518052076,aligned_error 1.55m > 0.60m; heading_error 44.2deg > 30.0deg; yaw_error 54.4deg > 8.0deg
128,1782015357.7566855,94.48,8.260817942451936,-0.37168694835247784,8.93679856527557,-3.0281600794573844,-4.8261284372621285,-58.9638053888053,2.7411310254556116,1.6928603744651136,44.63680862856144,54.13767695154316,
129,1782015358.2771406,94.98,8.363575330081034,-0.3813589575544851,8.987466378534876,-3.1182864497536382,-8.923761712952757,-63.10154479679851,2.8071359314960826,1.752279284214851,44.28125612719932,54.177783083845746,
130,1782015359.2766573,95.96,8.539303742756367,-0.4320779731646667,9.069449636982682,-3.2901901033538357,-30.823350006009537,-85.22547947307143,2.9068642241940865,1.8413170791688016,42.754131130620046,54.4021294670619,
131,1782015359.8001075,96.48,8.563359850675482,-0.44421605089876337,9.070190083288947,-3.3228009805919996,-40.90255899958864,-94.50202427486214,2.9228629940775592,1.8580052668488367,42.74823100520289,53.599465275273495,
132,1782015360.8042924,97.48,8.56462114711752,-0.44284503083811,9.070190083288947,-3.3228009805919996,-44.42634470313831,-97.83891089421023,2.9239949079545844,1.8591609305513652,,53.41256619107191,
133,1782015361.328187,97.98,8.570939109770329,-0.437907022112876,9.070193038685503,-3.32280158345067,-58.94214466071889,-112.52121201934581,2.92777579667119,1.8630606612055343,,53.579067358626915,
134,1782015362.337986,98.98,8.588390306990128,-0.4338434279028256,9.070196607667906,-3.3228041755161604,-91.9421986243384,-146.82440646625233,2.9288618118005165,1.864492311835203,,54.88220784191394,aligned_error 1.37m > 0.60m; yaw_error 54.9deg > 8.0deg
135,1782015362.8467073,99.48,8.578391345368978,-0.5079980856951201,9.005519156466237,-3.351745958736028,-106.35948201211562,-159.83826428171238,2.875646037404017,1.8247155578639724,,53.478782269596756,
136,1782015363.358387,99.98,8.54686561911982,-0.6034315881654271,8.929365861896985,-3.3898069830721425,-112.59872901133758,-166.5447790699541,2.81250676035919,1.7770418246418307,,53.94605005861653,
137,1782015363.8594582,100.48,8.506315241571194,-0.6962055434346617,8.82999647543177,-3.409512895653272,-118.55959683504236,-172.01727312568593,2.7325457596821816,1.7175146040462639,,53.45767629064357,
138,1782015364.381731,100.98,8.456080733724285,-0.7803052631179552,8.752513061405867,-3.4147254257795963,-126.23241613693531,179.7409933145132,2.651045401031998,1.6513410218486975,,54.0265905485515,
139,1782015365.387331,101.98,8.32590211026973,-0.9458142882139109,8.552540289057676,-3.422681844483712,-131.91619161102867,173.1014671853197,2.4872148591117442,1.5279606503335925,,54.98234120365165,
140,1782015365.9014382,102.48,8.255889061982629,-1.0200657111543254,8.451714207753973,-3.4063339219422444,-136.91819064201482,168.16287498868272,2.394289761397593,1.4558579599289008,,54.91893436930246,
141,1782015366.413835,102.96,8.178337468915934,-1.0877990113815983,8.356409502890376,-3.3817883306760894,-141.66992074562165,163.62470918636845,2.3008904029355675,1.3817339120953067,,54.70537006800991,
142,1782015366.9199076,103.48,8.104718717162015,-1.1412887866764851,8.238102936459194,-3.356494391773687,-154.56565233615243,151.44494756241468,2.2192177051410655,1.3266490222207483,38.43119131956983,53.989400101432906,
