idx,wall_time,tf_stamp,gps_rel_x,gps_rel_y,estimate_x,estimate_y,direct_error_m,aligned_error_m,heading_error_deg,event
171,1782015067.4529393,118.48,6.484416441947943,-2.2406971649737493,6.48878634851743,-2.1365244191900503,0.10426436134912646,0.014624687832288721,,
172,1782015067.9595673,118.96,6.484427715679352,-2.240651241912442,6.488786346434647,-2.1365245398679322,0.10421788589645771,0.014643312897615118,,
173,1782015068.4645123,119.48,6.484416495553113,-2.240696948874863,6.48878634851743,-2.1365244191900503,0.10426414319344364,0.014624775605329383,,
174,1782015068.9859405,119.96,6.4843614605069035,-2.240925736969645,6.4887863515584225,-2.1365241778181527,0.10449528799941354,0.014535117282333813,,
175,1782015069.5031686,120.48,6.484376639653945,-2.2408618468811135,6.488682736425131,-2.136523174155395,0.10442749204863352,0.014661529778162374,,
176,1782015070.0289369,120.96,6.484432171214678,-2.2406331731968923,6.488786346434647,-2.1365245398679322,0.10419964671470841,0.014650686459778062,,
177,1782015071.0440245,121.96,6.489274733972678,-2.241570989535507,6.493137072816013,-2.1366312558325067,0.1050107869268552,0.015039060949622691,,
178,1782015071.547666,122.48,6.49355795019202,-2.2425184844783628,6.498004984330668,-2.136778221568906,0.10583373428539386,0.014398086473141506,,
179,1782015072.068674,122.96,6.4949110855368986,-2.24274919462733,6.49945481830042,-2.1368277480146993,0.10601885851082675,0.014293442346306678,,
180,1782015072.5816553,123.48,6.5002072846954135,-2.2431311592604297,6.504631665088079,-2.1370349016198817,0.10618846937021238,0.014414903180125562,,
181,1782015073.105533,123.96,6.500801773245406,-2.247995952486634,6.505770310858285,-2.1369853725640673,0.11112171354310171,0.01444439238791836,,
182,1782015074.1071773,124.96,6.511235988602564,-2.254011627723452,6.546688022083867,-2.1346584371173933,0.12450715154482325,0.020285449799151884,,
183,1782015075.095406,125.96,6.5167847584668905,-2.246389652335778,6.55103310531509,-2.1349332743011358,0.11659962892923666,0.015869363166649598,,
184,1782015075.61765,126.48,6.5297060666620865,-2.2550084699261497,6.564263172517808,-2.1333051074405267,0.1265144339805957,0.02079647000283411,,
185,1782015076.1223853,126.96,6.539420301350461,-2.261665908060621,6.573870785860091,-2.1307430261186964,0.13537960296487597,0.027485629214543887,,
186,1782015076.630691,127.48,6.5403537536727825,-2.2646913185206294,6.573779803607174,-2.130792306791601,0.13800813800724546,0.029448626857994206,,
187,1782015077.1554954,127.96,6.541192825721019,-2.2667587756695777,6.573865736241259,-2.1307345294459514,0.13989322586376113,0.030958701870488204,,
188,1782015077.6569543,128.479999999,6.541869524301269,-2.268164589538287,6.573783358938402,-2.1307973272810674,0.1410257337555457,0.03184135658561999,,
